date,tittle,price,huxing,area,built,chaoxiang,leibie,loucheng,zhuangxiu
发布时间：2018年12月13日,"
      合生湖山国际 省级学校 业主全新未住 可按揭公积金急售  ",160,3室2厅2卫,88.6平方米,2017年,东,普通住宅,中层(共20层),精装修
发布时间：2018年12月15日,"
      天河五山花园.精装三房.五山小学.产权清晰.随时看房  ",455,3室2厅1卫,97平方米,2017年,南北,普通住宅,中层(共25层),豪华装修
发布时间：2018年12月09日,"
      万科新里程 A区精装三房 满五年税费低 保养通风非常好 笋  ",290,3室2厅1卫,88.9平方米,2008年,东北,普通住宅,低层(共18层),精装修
发布时间：2018年11月30日,"
      南北对流三房 侨怡苑终于出笋盘了，户型方正不吵 业主急卖置换  ",550,3室2厅2卫,94平方米,1998年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月18日,"
      广州东站三房 学位未占用 近地铁口 业主置换送家电 中高层  ",325,3室2厅2卫,88平方米,2011年,东南,普通住宅,中层(共11层),精装修
发布时间：2018年11月20日,"
      侨诚花园 正规三房 户型方正 免重税近地铁 非常不错  ",235,3室1厅1卫,75平方米,2000年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月12日,"
      如意花园 过五唯一 户型方正，配套齐全 一梯两户，双阳台南北  ",195,3室2厅1卫,95平方米,1995年,南北,普通住宅,低层(共7层),精装修
发布时间：2018年12月13日,"
      （新收笋盘 ）车陂 骏景花园东御苑 小三房 精装修 看房方便  ",500,3室2厅1卫,89平方米,2008年,北,普通住宅,中层(共12层),精装修
发布时间：2018年12月01日,"
      (带学位）学府雅苑 带装修送家私家电 可过户 现楼急售  ",103,3室2厅2卫,83.1平方米,2009年,南,普通住宅,低层(共33层),精装修
发布时间：2018年12月10日,"
      VR全景看房 地铁口物业 正厅出阳台南向 无遮挡 业主送车位  ",256,3室2厅1卫,94.9平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月15日,"
      （碧桂园城市花园）学位房，不限购，单合同，地铁物业，配套成熟  ",128,3室2厅1卫,88.8平方米,2012年,南,普通住宅,中层(共30层),精装修
发布时间：2018年11月30日,"
      广附小学 金域蓝湾 高层3房 园林景观 安静舒适 管理严格  ",340,3室2厅2卫,94平方米,2009年,东南,普通住宅,高层(共19层),精装修
发布时间：2018年12月13日,"
      笋盘（单合同！三成首付！享团购98折）千亿配套，省级学位  ",370,3室2厅1卫,94.2平方米,2018年,东南,普通住宅,中层(共60层),精装修
发布时间：2018年12月13日,"
      东海花园 三号线上盖  全新装修 送家私电器  看房方便  ",360,3室2厅2卫,104平方米,2007年,南北,普通住宅,低层(共22层),精装修
发布时间：2018年12月07日,"
      新塘亚太银座两房精装修过二地铁站300米9业主急卖  ",165,2室2厅1卫,73.6平方米,2008年,北,普通住宅,低层(共18层),精装修
发布时间：2018年12月15日,"
      建丽花园 电梯三房 附带40平方露台 业主换大房 看房方便  ",320,3室1厅1卫,82平方米,2005年,南北,普通住宅,低层(共11层),精装修
发布时间：2018年11月28日,"
      （实拍） 万科欧泊 95方3房精装修 南向采光非常好 省税费  ",410,3室2厅2卫,95平方米,2015年,南,普通住宅,低层(共32层),精装修
发布时间：2018年12月18日,"
      敏捷绿湖国际城 首付15万买地铁口精装三房 送产权车位  ",127,3室2厅1卫,84平方米,2017年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月05日,"
      翡翠绿洲湖滨苑高层精装3房，随时可看，月底想出手  ",225,3室2厅1卫,98.8平方米,2010年,东北,普通住宅,中层(共18层),精装修
发布时间：2018年12月19日,"
      力诚凯怡湾豪装3房高层南向望江业主装修就花了30万真的很漂亮  ",172,3室2厅1卫,83.9平方米,2015年,南,普通住宅,高层(共32层),豪华装修
发布时间：2018年12月14日,"
      碧桂园豪进左岸，内部认购单位，可分期，加送管理费，来电95折  ",137,3室2厅2卫,98.2平方米,2017年,南,普通住宅,中层(共23层),精装修
发布时间：2018年11月20日,"
      保利中央公园 望三水荷花世界 阵阵荷香入梦来 红本在手  ",72,3室2厅2卫,89.9平方米,2015年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月16日,"
      黄陂新村东区（免重税）近地铁 红本在手 带家私电送车位 急售  ",135,3室2厅2卫,80.7平方米,2010年,南,普通住宅,中层(共20层),精装修
发布时间：2018年12月18日,"
      兰亭盛荟（开发商年底大矩惠）带省级学位 距东圃地铁口300米  ",350,3室2厅1卫,80平方米,2016年,南,普通住宅,中层(共26层),精装修
发布时间：2018年11月21日,"
      VR全景实看暨南大学旁南北向三房 方正实用 业主急售305万  ",305,3室1厅1卫,89.6平方米,1995年,南北,普通住宅,中层(共9层),简单装修
发布时间：2018年12月16日,"
      丰乐小区 少有三房带主套出售 省级学位  ",240,3室2厅2卫,87.6平方米,1996年,南,普通住宅,中层(共8层),简单装修
发布时间：2018年12月09日,"
      南航新村 VR看房新感受 南向三房 地铁在建 新火车站商圈  ",215,3室2厅1卫,85平方米,1998年,南,普通住宅,低层(共17层),精装修
发布时间：2018年12月18日,"
      VR全景 阳光城丽景湾 单合同 近金州地铁站 首付43万起  ",140,3室2厅2卫,83平方米,2018年,东南,普通住宅,中层(共32层),精装修
发布时间：2018年12月11日,"
      绿地滨江汇 大面积总价低 带学位 来电找我拿折扣。  ",225,3室2厅2卫,97平方米,2013年,东南,普通住宅,中层(共29层),精装修
发布时间：2018年12月17日,"
      新 珠江新城中 花园社区 安静望花园 全屋精致装修 诚意出售  ",800,3室2厅2卫,109.5平方米,2008年,北,普通住宅,低层(共32层),豪华装修
发布时间：2018年12月07日,"
      金茂湾 CBD板块总部聚集区 一线看海 品质生活 外国语学院  ",220,3室2厅1卫,82平方米,2010年,东,普通住宅,高层(共9层),精装修
发布时间：2018年12月12日,"
      惊现笋盘 旭景家园  有便宜的房子留给刚需的您点击 欢迎来电  ",319,3室2厅1卫,89平方米,2002年,南,普通住宅,低层(共15层),简单装修
发布时间：2018年12月18日,"
      广州二手房  笋盘笋盘 （年后出国）急售 来电可捏  ",67,3室2厅2卫,85平方米,2012年,南,普通住宅,中层(共20层),精装修
发布时间：2018年12月09日,"
      怡园小区 省级怡园名校 精装三房 南北通透 诚心出售 近地铁  ",278,3室2厅1卫,84平方米,1996年,东,普通住宅,低层(共9层),精装修
发布时间：2018年12月08日,"
      推荐（万科金域中央）低调的奢华，欧式田园风，学位房地铁物业  ",150,3室2厅2卫,85平方米,2012年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月07日,"
      急售（合景天峻）不限购，产权清晰，周边配套成熟，地铁旁物业  ",100,3室2厅1卫,90.2平方米,2012年,南,普通住宅,中层(共30层),精装修
发布时间：2018年12月03日,"
      东晓南 英豪花园馨润尚寓 电梯高层实用3房 东南向望花园  ",370,3室2厅1卫,88平方米,2012年,东南,普通住宅,高层(共32层),精装修
发布时间：2018年12月12日,"
      碧桂园豪进左岸 全新装修未入住 单合同 不限购  ",140,3室2厅2卫,97平方米,2018年,东南,普通住宅,中层(共36层),精装修
发布时间：2018年12月09日,"
      建丽花园电梯精装两房 格局通透 装修保养新净  ",335,2室2厅1卫,92平方米,2006年,东北,普通住宅,低层(共11层),精装修
发布时间：2018年12月07日,"
      锦绣天伦花园  13号地铁线 官湖学位房 三房望花园  ",225,3室2厅2卫,99.4平方米,2014年,南,普通住宅,中层(共33层),精装修
发布时间：2018年12月14日,"
      冶炼厂宿舍 精装中层南向框架结构正规三房 支持公积金贷款  ",170,3室2厅1卫,86平方米,1998年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月04日,"
      至新价格！先烈东横路40号大院 电梯三房 条砖外墙 看房方便  ",335,3室2厅1卫,97.2平方米,1998年,南北,普通住宅,高层(共9层),精装修
发布时间：2018年12月10日,"
      新收盘源 首付30万 可积分入户 可公积金贷 市地铁口物业  ",120,3室2厅2卫,90平方米,2008年,东南,普通住宅,中层(共11层),精装修
发布时间：2018年11月21日,"
      丽江花园 丽字楼89平 一字厅 靓装 直接入住 220万笋盘  ",220,3室2厅1卫,89平方米,1995年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月07日,"
      新康花园  复式阁楼  精美4房 南北对流  居住安适  ",154,2室2厅1卫,81平方米,2004年,南,普通住宅,高层(共6层),精装修
发布时间：2018年12月17日,"
      急售 金融城旁 车陂南国嘉居 精装修南向2房 近车陂南地铁口  ",280,2室1厅1卫,78平方米,2003年,南,普通住宅,低层(共9层),简单装修
发布时间：2018年12月17日,"
      政策在变 服务不变 该出手时就出手 一定不令您失望  ",156,3室2厅2卫,95平方米,2010年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月06日,"
      省级西关实验小学中低层靓户型三房，厅出阳台，有钥匙即看  ",288,3室2厅2卫,79平方米,1988年,东西,普通住宅,中层(共9层),精装修
发布时间：2018年12月14日,"
      集贤苑小区 房改房 实用率很高 南向望花园 大两房安静  ",280,2室1厅1卫,83平方米,2000年,南,普通住宅,低层(共11层),精装修
发布时间：2018年11月23日,"
      富丽家园福宁园 实用三房 南北对流 新装修 带富丽小学学位  ",198,3室2厅2卫,89平方米,1998年,南北,普通住宅,高层(共8层),精装修
发布时间：2018年12月07日,"
      棠德花苑 南向三房 可公积金 产权清晰 满五唯一 随时约看  ",235,3室2厅1卫,86平方米,2000年,南,普通住宅,高层(共9层),精装修
发布时间：2018年12月08日,"
      新塘站300米亚太银座精装两房带主套，好楼层，业主诚心出售  ",188,2室2厅2卫,89.9平方米,2010年,南北,普通住宅,高层(共11层),精装修
发布时间：2018年11月30日,"
      |诚信裕馨| 直降12万 首付28万 步梯低层  双阳台对流  ",140,3室2厅2卫,111平方米,2000年,南,普通住宅,低层(共7层),精装修
发布时间：2018年12月09日,"
      芳村大道西 楼梯低层三房带私用平台 环境安静舒适  ",165,3室2厅1卫,63平方米,1994年,南北,普通住宅,低层(共9层),精装修
发布时间：2018年12月19日,"
      东湖映月 南北对流 采光充足 中高层望花园 价格可谈  ",280,3室1厅2卫,99平方米,2012年,南,普通住宅,中层(共33层),精装修
发布时间：2018年12月06日,"
      新塘  群星花园  三房  总价低  笋盘一周必出  ",108,3室2厅2卫,85平方米,2008年,南,普通住宅,低层(共28层),简单装修
发布时间：2018年11月21日,"
      保利星海花园 东南向看江景   保养好 价格可议 置换  ",315,3室2厅1卫,99.2平方米,2013年,东南,普通住宅,高层(共11层),精装修
发布时间：2018年12月19日,"
      全景房源 康乐园 市桥地铁口 南向三房 精装修 省级中心学位  ",220,3室1厅1卫,96平方米,2000年,南,普通住宅,中层(共7层),精装修
发布时间：2018年11月15日,"
      中海联睿品 三房带主套 万达广场旁 三地铁环绕  ",180,3室2厅2卫,85平方米,2018年,南,普通住宅,中层(共19层),精装修
发布时间：2018年11月22日,"
      广园东方名都 精装复式小三房 小区环境优美 三百米白江地鉄站  ",185,3室2厅2卫,83平方米,2017年,东北,普通住宅,高层(共17层),精装修
发布时间：2018年11月30日,"
      东南向三房152万，首付38万，全新毛坯，随时看房  ",152,3室2厅1卫,86.9平方米,2008年,东南,普通住宅,中层(共23层),毛坯
发布时间：2018年12月14日,"
      地铁口精装修三房 首付两成八成按揭 帮过户后续手续全部包齐  ",75,3室2厅1卫,82平方米,2011年,南北,普通住宅,中层(共16层),精装修
发布时间：2018年11月24日,"
      东圃地铁富力新村 保养新净 过五年 看房方便 近BRT近地铁  ",239,3室2厅2卫,84平方米,1998年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月19日,"
      碧桂园玺悦 山海双景精装修三房 省级师资 双地铁送5年管理费  ",180,3室2厅2卫,98.8平方米,2000年,南北,普通住宅,中层(共10层),豪华装修
发布时间：2018年12月17日,"
      新世界 地铁盘 零距 离 南向大两房  业主急卖 价格超笋  ",140,2室2厅1卫,72.3平方米,2008年,南,普通住宅,中层(共7层),精装修
发布时间：2018年12月08日,"
      精装3房 13号线白江地铁站旁 满五唯一 急售 即买即过户  ",103,3室2厅1卫,82平方米,2012年,东南,普通住宅,中层(共8层),精装修
发布时间：2018年12月11日,"
      (笋盘）广园东东方名都 业主降价急售(可分期可过户)产权清晰  ",220,3室2厅2卫,95平方米,2015年,南,普通住宅,中层(共31层),精装修
发布时间：2018年12月18日,"
      新塘新世界花园 沙村地铁口 业主换婚房急售 低于市场价10万  ",130,3室2厅2卫,84.4平方米,2013年,东南,普通住宅,低层(共30层),精装修
发布时间：2018年12月12日,"
      新康花园，产权清晰，证满五年，带家私家电，即买即住，来电看房  ",220,3室2厅2卫,150平方米,2010年,南,普通住宅,中层(共11层),精装修
发布时间：2018年12月08日,"
      麓湖居 越秀省级学位住宅 老城区交通便利  配套齐全  ",159,3室2厅1卫,80平方米,2005年,南,普通住宅,低层(共10层),简单装修
发布时间：2018年12月07日,"
      出国急售 超实用三房 高层南北对流  安静向花园  ",280,3室2厅1卫,83.2平方米,2015年,东南,普通住宅,高层(共26层),精装修
发布时间：2018年12月08日,"
      怡园小区 经典户型 南北对流 带省级怡园名校 近地铁  ",265,3室2厅1卫,86平方米,1996年,南北,普通住宅,中层(共8层),精装修
发布时间：2018年12月16日,"
      风神公社 飞鹅岭地铁口 带省级学位 首付低于市场价 来电看房  ",140,3室2厅1卫,96平方米,2010年,南北,普通住宅,中层(共10层),精装修
发布时间：2018年12月01日,"
      新塘 中海联睿品 万达旁 双地铁官湖站 南向精装三房 单合同  ",195,3室2厅2卫,85平方米,2018年,南,普通住宅,低层(共32层),精装修
发布时间：2018年12月06日,"
      公安宿舍 步梯中层 精装修户型实用 满五年急售245万  ",245,3室2厅1卫,92平方米,2000年,西南,普通住宅,高层(共7层),精装修
发布时间：2018年12月06日,"
      石楼莲花湾畔 精装修 拎包入住 学區房 一线江景 环境安静  ",195,3室2厅1卫,90.4平方米,2008年,南,普通住宅,高层(共11层),精装修
发布时间：2018年12月11日,"
      黄埔区科学城 越秀岭南山畔 东南向三方精装修 近地铁环境好  ",297,3室2厅1卫,97.6平方米,2015年,南,普通住宅,高层(共33层),精装修
发布时间：2018年12月01日,"
      （笋盘出售）黄陂新村东区 业主换大房 低于市场价 来电享优惠  ",142,3室2厅2卫,90平方米,2009年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月14日,"
      仅售290万 超实用南向3房 业主诚心出售 看房方便  ",290,3室2厅1卫,88.3平方米,2012年,东南,普通住宅,低层(共26层),豪华装修
发布时间：2018年12月07日,"
      新汇时光 业主堵博输了急售 带精装收租3千元 是学位房  ",133.2,3室2厅2卫,87.1平方米,2013年,东南,普通住宅,低层(共15层),精装修
发布时间：2018年12月14日,"
      诚信裕馨 文化馆小区 少有中层精装三房 南北对流 30万首期  ",115,3室2厅1卫,95平方米,1998年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年12月16日,"
      保利西子湾 地铁沙贝站三房 一楼带花园 产权清晰 随时看房  ",345,3室2厅1卫,96平方米,2009年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月16日,"
      15新楼龄 美林湖畔誉府 安静南北对流 中高层三房带主套急售  ",400,3室2厅1卫,97平方米,2015年,东南,普通住宅,高层(共11层),精装修
发布时间：2018年12月09日,"
      新兴白云花园 实用三房 业主不在 把钥匙交给了我们 随时看房  ",215,3室2厅1卫,80平方米,2000年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月12日,"
      南洲花苑 豪华装修 中低层南向望花园三房 入读南武 方便看房  ",275,3室2厅1卫,91平方米,2000年,南,普通住宅,中层(共9层),豪华装修
发布时间：2018年12月13日,"
      新上房源 美业阁 13号线 新塘站 中层南向望花园精装两房  ",123,2室2厅1卫,76平方米,2002年,南,普通住宅,中层(共7层),精装修
发布时间：2018年12月03日,"
      地铁口物业 5年楼龄电梯小区 园林绿化 高层南向 通风采光好  ",298,3室2厅1卫,90平方米,2011年,西南,普通住宅,中层(共18层),精装修
发布时间：2018年12月12日,"
      洛涛北区 业主移民澳大利亚 望江一楼单位 1年前全新装修  ",340,3室2厅2卫,97平方米,2002年,南,普通住宅,低层(共6层),精装修
发布时间：2018年11月30日,"
      本人实拍 保安南教工新村 低层南向小三房 省级学位 别墅区  ",340,3室2厅1卫,55平方米,1994年,南北,普通住宅,低层(共6层),豪华装修
发布时间：2018年12月15日,"
      新收（翠华小区）住宅不限购，楼龄新，总价低，学位好，地铁物业  ",100,3室2厅1卫,87平方米,2005年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月15日,"
      你想要的金丰花园户型 低楼层正规三房 有钥匙 户型很好  ",300,3室1厅1卫,81平方米,2000年,南北,普通住宅,低层(共9层),简单装修
发布时间：2018年12月19日,"
      春庭花园 大三房 交通便利 价格可谈  ",250,3室2厅2卫,104平方米,2000年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月15日,"
      实房 丽江花园 丽字楼电梯东南精装3房证过5年有匙即看  ",230,3室2厅2卫,94.6平方米,1995年,东南,普通住宅,低层(共9层),精装修
发布时间：2018年12月13日,"
      泰禾广州院子 中式合院 独门独户独院带独立电梯 一城市一城府  ",350,6室2厅6卫,126平方米,2018年,南,别墅,低层(共6层),豪华装修
发布时间：2018年12月01日,"
      刚需小三房 南向望花园 视野开阔 送阁楼 看房方便  ",150,3室2厅1卫,79平方米,2004年,南,普通住宅,低层(共6层),精装修
发布时间：2018年12月08日,"
      （学位房）紧邻金隆小学 丰庭花园 精装3房 证过五年  ",178,3室2厅1卫,92.4平方米,2010年,南北,普通住宅,中层(共11层),精装修
发布时间：2018年12月07日,"
      吉祥北园 精装两房 可改三房 户型方正 位置安静 近地铁  ",200,2室2厅1卫,90平方米,1996年,南,普通住宅,低层(共7层),精装修
发布时间：2018年12月18日,"
      首付一成 业主上门放盘 总价9字头买三房 钥匙在手 随时看房  ",98,3室2厅1卫,83平方米,2008年,南,普通住宅,低层(共9层),精装修
发布时间：2018年12月09日,"
      出售 锦绣天伦花园小3房 楼层 采光好 首付仅需45万  ",200,3室1厅1卫,98.1平方米,2017年,南,普通住宅,共4层,豪华装修
发布时间：2018年12月18日,"
      东圃金融城 三溪站  87方精装三房 实用 没有一点浪费空间  ",350,3室2厅1卫,87平方米,2006年,北,普通住宅,中层(共11层),精装修
发布时间：2018年12月16日,"
      降价急售柏丽花园 近地铁近学校 可公积金 南北对流 随时看房  ",170,3室2厅2卫,90平方米,2013年,南北,普通住宅,中层(共11层),精装修
发布时间：2018年12月15日,"
      华阳 南向三房 一梯两户3号线 配套成熟装修精致 急卖  ",435,3室2厅2卫,80平方米,1998年,南北,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月18日,"
      业主全新装修  南向望花园  满五唯一  学位未占用  ",290,3室2厅2卫,92平方米,2015年,南,普通住宅,高层(共20层),豪华装修
发布时间：2018年12月04日,"
      广州富力城东南向小三房 望花园  ",298,3室2厅1卫,88.9平方米,2007年,东南,普通住宅,中层(共18层),精装修
发布时间：2018年12月01日,"
      凤仪苑 朝花园 温馨舒适大两房 拎包入住  ",155,2室2厅1卫,78平方米,2003年,东,普通住宅,低层(共6层),精装修
发布时间：2018年12月14日,"
      （笋盘急售）顶好花园华宅 业主现诚心出售 送家私家电 可过户  ",102,3室2厅2卫,89平方米,2016年,南,普通住宅,中层(共32层),精装修
发布时间：2018年11月29日,"
      |诚信裕馨|区府板块 首付40万 步梯低层 精装2房阳台对流  ",165,3室1厅1卫,97平方米,2000年,东西,普通住宅,中层(共7层),精装修
发布时间：2018年12月16日,"
      全景实拍 黄埔 金港花园 东南向三房 业主定居香港急售  ",289,3室2厅1卫,92平方米,2000年,东南,普通住宅,中层(共24层),精装修
发布时间：2018年12月18日,"
      龙洞 瑜翠园，电梯楼 精装修，朝南朝向，精装修  ",290,3室2厅1卫,88.8平方米,2008年,南,普通住宅,高层(共18层),精装修
发布时间：2018年12月02日,"
      业主急售自住保养好望小区中心花园南向刚需三房房源真实随时看房  ",90,3室2厅1卫,89平方米,2013年,东南,普通住宅,中层(共14层),精装修
发布时间：2018年12月11日,"
      祥景花园 南向三房 社区彰显小康生活 优越配套 市政规划中心  ",220,3室2厅1卫,81平方米,1999年,南,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月12日,"
      （来电有9折优惠）中海联睿品 南向三房带主套 可按揭 价格笋  ",201,3室2厅2卫,85平方米,2015年,南,普通住宅,中层(共32层),精装修
发布时间：2018年12月13日,"
      白水潭 天河公园旁 急售260 学位未占用 三房一步到位  ",260,3室2厅1卫,88平方米,1998年,南,普通住宅,低层(共7层),精装修
发布时间：2018年12月13日,"
      庙头教室宿舍（不限购！带学位！）产权清晰 户型方正 急售  ",80,3室2厅1卫,80平方米,2010年,东,普通住宅,高层(共11层),精装修
发布时间：2018年12月14日,"
      尚雅小区，花园中间位置，80方南北对流3房2卫，急售408万  ",408,3室1厅1卫,80平方米,1997年,南北,普通住宅,低层(共8层),精装修
发布时间：2018年12月02日,"
      中海金沙馨园二期 南向中层 笋盘放售295万 随时带看房  ",295,3室2厅2卫,95.3平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月07日,"
      新塘 金泽豪庭 新出 精装修 地铁300米 208万  ",208,3室2厅2卫,90.2平方米,2012年,南,普通住宅,中层(共27层),精装修
发布时间：2018年12月04日,"
      农讲所 精英版三房 你要的全都有 地铁十北京路商圈送名校  ",308,3室2厅2卫,80平方米,1999年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年11月28日,"
      万达旁，满五唯一，豪装首付30万入住送30方露台  ",240,4室2厅2卫,147平方米,2008年,南北,普通住宅,高层(共11层),豪华装修
发布时间：2018年11月28日,"
      华标峰湖御境  高层3房带精装修  产权清晰  配套完善  ",292,3室2厅1卫,90平方米,2012年,南,普通住宅,高层(共33层),精装修
发布时间：2018年12月11日,"
      首付35万 新收盘源 地铁口物业 可积分入户 可公积金贷  ",140,3室2厅2卫,93平方米,2010年,东南,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月18日,"
      沙河顶侨翠苑小区精装复式南向三房 租金高 带先烈东学位  ",142,3室1厅1卫,50平方米,1999年,南,普通住宅,低层(共9层),豪华装修
发布时间：2018年11月29日,"
      三房 可做公积金贷款 精致装修 小区管理 可步行直达地铁  ",130,3室1厅1卫,70平方米,1998年,南,普通住宅,低层(共7层),精装修
发布时间：2018年12月08日,"
      实景拍摄金月湾电梯高层东南向带入户花园 送车位 未住过人  ",295,3室2厅1卫,95平方米,2015年,东南,普通住宅,中层(共25层),精装修
发布时间：2018年11月26日,"
      新塘凯达尔中海联睿品 特价单位 96方复试四房 万达即开业  ",200,3室2厅2卫,96平方米,2018年,南北,普通住宅,高层(共32层),豪华装修
发布时间：2018年12月04日,"
      云鹤北小区管理 低层安静三房 住家精装修 业主自住看房方便  ",285,3室2厅1卫,76平方米,1998年,东南,普通住宅,中层(共9层),简单装修
发布时间：2018年12月02日,"
      业主急售自住保养好望小区中心花园南向刚需三房房源真实随时看房  ",90,3室2厅1卫,89平方米,2013年,东南,普通住宅,中层(共14层),精装修
发布时间：2018年12月13日,"
      庙头教室宿舍（不限购！带学位！）产权清晰 户型方正 急售  ",80,3室2厅1卫,80平方米,2010年,东,普通住宅,高层(共11层),精装修
发布时间：2018年12月14日,"
      尚雅小区，花园中间位置，80方南北对流3房2卫，急售408万  ",408,3室1厅1卫,80平方米,1997年,南北,普通住宅,低层(共8层),精装修
发布时间：2018年12月02日,"
      中海金沙馨园二期 南向中层 笋盘放售295万 随时带看房  ",295,3室2厅2卫,95.3平方米,2012年,南,普通住宅,中层(共18层),精装修
发布时间：2018年12月07日,"
      新塘 金泽豪庭 新出 精装修 地铁300米 208万  ",208,3室2厅2卫,90.2平方米,2012年,南,普通住宅,中层(共27层),精装修
发布时间：2018年12月04日,"
      农讲所 精英版三房 你要的全都有 地铁十北京路商圈送名校  ",308,3室2厅2卫,80平方米,1999年,南北,普通住宅,中层(共9层),精装修
发布时间：2018年11月28日,"
      万达旁，满五唯一，豪装首付30万入住送30方露台  ",240,4室2厅2卫,147平方米,2008年,南北,普通住宅,高层(共11层),豪华装修
发布时间：2018年11月28日,"
      华标峰湖御境  高层3房带精装修  产权清晰  配套完善  ",292,3室2厅1卫,90平方米,2012年,南,普通住宅,高层(共33层),精装修
发布时间：2018年12月11日,"
      首付35万 新收盘源 地铁口物业 可积分入户 可公积金贷  ",140,3室2厅2卫,93平方米,2010年,东南,普通住宅,低层(共9层),豪华装修
发布时间：2018年12月18日,"
      沙河顶侨翠苑小区精装复式南向三房 租金高 带先烈东学位  ",142,3室1厅1卫,50平方米,1999年,南,普通住宅,低层(共9层),豪华装修
发布时间：2018年11月29日,"
      三房 可做公积金贷款 精致装修 小区管理 可步行直达地铁  ",130,3室1厅1卫,70平方米,1998年,南,普通住宅,低层(共7层),精装修
发布时间：2018年12月08日,"
      实景拍摄金月湾电梯高层东南向带入户花园 送车位 未住过人  ",295,3室2厅1卫,95平方米,2015年,东南,普通住宅,中层(共25层),精装修
发布时间：2018年11月26日,"
      新塘凯达尔中海联睿品 特价单位 96方复试四房 万达即开业  ",200,3室2厅2卫,96平方米,2018年,南北,普通住宅,高层(共32层),豪华装修
发布时间：2018年12月04日,"
      云鹤北小区管理 低层安静三房 住家精装修 业主自住看房方便  ",285,3室2厅1卫,76平方米,1998年,东南,普通住宅,中层(共9层),简单装修
发布时间：2018年12月07日,"
      黄陂新村东区，产权清晰，总价低，首付低，学位房，地铁旁物业  ",150,3室2厅1卫,89平方米,2005年,南,普通住宅,高层(共8层),精装修
发布时间：2018年12月19日,"
      莲港花园 高楼层三房 送平台 业主诚心放卖 产权清晰 价格笋  ",112,3室2厅1卫,88.1平方米,1996年,南北,普通住宅,高层(共7层),简单装修
发布时间：2018年12月11日,"
      杨箕中山一路 新楼龄 电梯3房小区大院 采光好 豪华装修  ",380,3室2厅2卫,82平方米,2000年,南北,普通住宅,低层(共9层),豪华装修
发布时间：2018年11月24日,"
      天河公园地铁旁 金兴花园南向两房 中层安静 精装采光好  ",280,2室1厅1卫,52平方米,2000年,南,普通住宅,中层(共9层),精装修
发布时间：2018年12月14日,"
      VR全景看房 吉祥北园 两房 产权清晰 过五 方正格局 采光  ",210,2室2厅1卫,88平方米,1996年,东南,普通住宅,低层(共7层),精装修
发布时间：2018年12月07日,"
      白江地铁口 华润万家旁 南北对流户型 视野开阔无遮挡望花园  ",200,3室2厅1卫,93平方米,2013年,南北,普通住宅,中层(共26层),精装修
发布时间：2018年12月13日,"
      新康花园 精装两房 过五唯一税费少  保养好 直接入住  ",135,2室1厅1卫,80平方米,2008年,南,普通住宅,中层(共7层),精装修
发布时间：2018年11月30日,"
      万达广场在左 凯达尔交通中心在右 地段优越 价格不高  ",190,3室2厅2卫,90.1平方米,2010年,南,普通住宅,中层(共16层),简单装修
发布时间：2018年11月30日,"
      |诚信裕馨|首付28万 步梯中层 3房2厅1卫 精致住家装修  ",123,3室2厅1卫,97平方米,2000年,南,普通住宅,高层(共7层),简单装修
发布时间：2018年12月19日,"
      五羊小区 低楼层俩房 厅出阳台 东南向 本人有钥匙随看。  ",280,2室1厅1卫,68平方米,1990年,东南,普通住宅,低层(共9层),简单装修
发布时间：2018年12月18日,"
      东园二街小区 南向三房 首付25万 产权清晰 可按揭 带学位  ",145,3室2厅1卫,83平方米,2000年,南,普通住宅,中层(共8层),精装修
发布时间：2018年12月15日,"
      刚需两房 广州奥林匹克花园 南向望花园 罕有电梯户型出售  ",273,2室1厅1卫,85平方米,2004年,南,普通住宅,低层(共11层),精装修
发布时间：2018年12月02日,"
      集贤苑高层三房 岭南新世界旁边 户型通透 装修保养好 有钥匙  ",318,3室2厅1卫,96平方米,1999年,北,普通住宅,高层(共11层),精装修
发布时间：2018年12月02日,"
      改善型住房，不要爬楼梯，一楼带花园，三代同堂的选择  ",230,3室2厅2卫,97平方米,2001年,东,普通住宅,低层(共6层),精装修
